property_id,url,title,price,price_display,price_currency,property_type,region,district,full_address,latitude,longitude,land_size_sqm,building_size_sqm,bedrooms,bathrooms,maid_bedrooms,maid_bathrooms,floors,carports,garages,condition,certificate_type,furnished_status,electricity_watt,facing_direction,building_material,floor_material,water_source,facilities,agent_name,agent_company,scraped_at,mall_5km,school_5km,school_2km,hospital_5km,hospital_2km,transit_1km,transit_5km,park_5km
hos19299124,https://www.rumah123.com/properti/jakarta-barat-metland-puri/rumah-metland-puri-clematis-shm-2-lantai-5x11-full-furnished-hos19299124/,Rumah Metland Puri Clematis SHM 2 Lantai 5X11 Full Furnished,1500000000.0,"Rp 1,5 Miliar",IDR,Rumah,Jakarta Barat,"Metland Puri, Jakarta Barat",Rekomendasi Komplek Properti,-6.173089,106.731194,55.0,63.0,2.0,2.0,,,2.0,1.0,,Bagus,SHM,Furnished,2200.0,Barat Daya,"Bata Merah, Bata Hebel","Granit, Marmer",PAM atau PDAM,"Keamanan 24 Jam, Akses Parkir, One Gate System, Wastafel, Kulkas, Kitchen Set, Kompor, Water Heater, Tempat Jemuran, Telepon, CCTV, AC",Dessy Chen,ERA Peak Green Lake City Branch,2026-02-20T17:30:41.460846+00:00,3,7,2,9,2,3,7,6
hos41062276,https://www.rumah123.com/properti/jakarta-barat-tanjung-duren-utara/rumah-untuk-ruang-usaha-di-tanjung-duren-jakarta-barat-lokasi-strategis-hos41062276/,Rumah untuk Ruang Usaha di Tanjung Duren Jakarta Barat Lokasi Strategis Luas Tanah.396m2.jarang Ada,19000000000.0,Rp 19 Miliar,IDR,Rumah,Jakarta Barat,"Tanjung Duren Utara, Jakarta Barat","Jl. Tanjung Duren Barat No. 3, Duri Kepa, Kebon Jeruk, Kota Jakarta Barat, DKI Jakarta, Indonesia, 11510",-6.171351,106.78392,379.0,350.0,1.0,1.0,1.0,1.0,1.0,1.0,,Renovasi Minimum,SHM,Unfurnished,4400.0,Barat,,,Sumur Pompa,"Tempat Jemuran, Teras",Gently Tiwa,ERA PROSPEK,2026-02-20T17:33:22.587732+00:00,6,13,4,5,3,1,7,5
hos40506230,https://www.rumah123.com/properti/jakarta-barat-kalideres/dijual-perumahan-daan-mogot-baru-komplek-kintamani-hos40506230/,Dijual Perumahan Daan Mogot Baru. Komplek Kintamani,3000000000.0,Rp 3 Miliar,IDR,Rumah,Jakarta Barat,"Kalideres, Jakarta Barat","Kluster Kintamani Daan Mogot Baru, Jl. Gilimanuk, Kalideres, Kalideres, Kota Jakarta Barat, DKI Jakarta, Indonesia, 11840",-6.1585,106.747,120.0,180.0,4.0,4.0,1.0,1.0,2.0,1.0,,Bagus,SHM,Unfurnished,2200.0,Utara,"Beton, Bata Merah",Keramik,PAM atau PDAM,"Keamanan 24 Jam, Taman, One Gate System, Jogging Track, Taman Bermain, Wastafel, Kitchen Set, Tempat Jemuran, Telepon, Teras",Arya Tanta,Xavier Marks Tanta,2026-02-20T17:34:55.730814+00:00,5,8,2,8,2,2,9,3
hos40758352,https://www.rumah123.com/properti/jakarta-barat-meruya/rumah-siap-huni-dalam-komplek-taman-villa-meruya-jakbar-dekat-akses-tol-jalan-lebar-2-mobil-hos40758352/,Rumah Siap Huni Dalam Komplek Taman Villa Meruya Jakbar Dekat Akses Tol Jalan Lebar 2 Mobil,10000000000.0,Rp 10 Miliar,IDR,Rumah,Jakarta Barat,"Meruya, Jakarta Barat",Rumah Siap Huni Dalam Komplek Taman Villa Meruya Jakbar Dekat Akses Tol Jalan Lebar 2 Mobil | Rumah123,-6.1585,106.747,375.0,550.0,4.0,3.0,1.0,1.0,2.0,2.0,,Renovasi Minimum,SHM,Semi Furnished,13900.0,Selatan,Bata Merah,Granit,PAM atau PDAM,"Keamanan 24 Jam, Akses Parkir, Taman, CCTV, One Gate System, Jogging Track, Taman Bermain, Wastafel, Mesin Cuci, Kitchen Set, Kompor, Water Heater, Tempat Jemuran, Telepon, Teras, CCTV, AC, Backyard, Tempat Cuci",Ariston,Xavier Marks Prestige,2026-02-20T17:35:04.686681+00:00,5,16,3,9,2,2,6,7
hos41007348,https://www.rumah123.com/properti/jakarta-barat-metland-puri/rumah-cantik-rapih-di-riviera-puri-metland-cyber-city-full-bangunan-hos41007348/,Rumah Cantik Rapih di Riviera Puri Metland Cyber City Full Bangunan,3750000000.0,"Rp 3,75 Miliar",IDR,Rumah,Jakarta Barat,"Metland Puri, Jakarta Barat","Cluster The Riviera, Perumahan Metland Puri, Jl. The Riviera, Petir, Cipondoh, Kota Tangerang, Banten, Indonesia, 15147",-6.195667819354575,106.7086322849276,120.0,200.0,4.0,3.0,1.0,1.0,2.0,2.0,,Bagus,SHM,Semi Furnished,5500.0,Selatan,,,PAM atau PDAM,"Keamanan 24 Jam, Akses Parkir, Kolam Renang, One Gate System, Wastafel, Kitchen Set, Water Heater, Tempat Jemuran, Taman, AC",Hary Prasetiyo,Era Fiesta Metland,2026-02-20T17:35:06.247744+00:00,6,12,3,6,3,3,11,6
hos40958646,https://www.rumah123.com/properti/jakarta-barat-joglo/pacific-garden-puri-cluster-termurah-di-jakarta-barat-konsep-baru-hos40958646/,"Rumah 3 Lantai Jakarta Barat, High Ceiling Pacific Garden Puri",2000000000.0,Rp 2 Miliar,IDR,Rumah,Jakarta Barat,"Joglo, Jakarta Barat","Blok 145, Kavling DKI Meruya Selatan, Jl. Kavling DKI Blok 145 No.12B, Kota Jakarta Barat, Kembangan, Meruya Selatan, DKI Jakarta, 11650",-6.21334,106.738472,66.0,126.0,4.0,4.0,1.0,1.0,3.0,2.0,,Bagus,SHM,Semi Furnished,2200.0,Timur Laut,"Beton, Bata Hebel","Granit, Vinyl",PAM atau PDAM,"Keamanan 24 Jam, Akses Parkir, Kolam Renang, CCTV, One Gate System, Laundry, Jogging Track, Taman Bermain, Wastafel, Kitchen Set, Water Heater, Tempat Jemuran, Telepon, Taman, Teras, CCTV, AC, Backyard, Tempat Cuci",Rizky Realty,Providence Property,2026-02-20T17:35:10.017687+00:00,5,12,5,6,2,3,8,4
hos16433739,https://www.rumah123.com/properti/jakarta-barat-green-garden/rumah-modern-siap-huni-di-green-garden-jakarta-barat-hos16433739/,Rumah Modern Siap Huni Di Green Garden Jakarta Barat ,6500000000.0,"Rp 6,5 Miliar",IDR,Rumah,Jakarta Barat,"Green garden, Jakarta Barat","Green garden, kedoya utara, jakarta barat ",-6.16868,106.75522,300.0,400.0,4.0,4.0,1.0,1.0,2.0,1.0,,Bagus,SHM,Semi Furnished,4400.0,Timur,,,PAM atau PDAM,"Keamanan 24 Jam, One Gate System",EGI  real estate agent,HALO Real Estate Agent,2026-02-20T17:37:20.095820+00:00,4,16,3,8,2,3,5,4
hos40320164,https://www.rumah123.com/properti/jakarta-barat-green-lake-city/dijual-cepat-rumah-cluster-west-europe-green-lake-city-hos40320164/,Dijual Cepat Rumah Cluster West Europe Green Lake City,1700000000.0,"Rp 1,7 Miliar",IDR,Rumah,Jakarta Barat,"Green Lake City, Jakarta Barat",Dijual Cepat Rumah Cluster West Europe Green Lake City | Rumah123,-6.180283,106.710808,60.0,80.0,2.0,2.0,1.0,,2.0,1.0,,Bagus,SHM,Furnished,4400.0,,"Beton, Bata Merah","Keramik, Marmer",PAM atau PDAM,"Keamanan 24 Jam, Akses Parkir, Taman, Kolam Renang, CCTV, One Gate System, Jogging Track, Taman Bermain, Wastafel, Kitchen Set, Tempat Jemuran, CCTV, AC",Vinny Ong,INFINITE ESTATE,2026-02-20T17:38:08.039152+00:00,6,10,4,7,2,3,12,3
hos19473016,https://www.rumah123.com/properti/jakarta-barat-sunrise-garden/rumah-dijual-sunrise-garden-minimalis-modern-2-lantai-lt-356m2-hos19473016/,Rumah Dijual Sunrise Garden Minimalis Modern 2 Lantai LT 356m2,7500000000.0,"Rp 7,5 Miliar",IDR,Rumah,Jakarta Barat,"Sunrise Garden, Jakarta Barat",Rekomendasi Komplek Properti,-6.169139,106.765015,356.0,350.0,3.0,3.0,1.0,1.0,2.0,1.0,,Bagus,SHM,Unfurnished,,Barat,,,PAM atau PDAM,"Keamanan 24 Jam, Tempat Jemuran, Telepon, Taman",Julianto Firman,INTERPRO Properti,2026-02-20T17:38:19.892803+00:00,4,9,4,6,2,4,12,5
hos40530200,https://www.rumah123.com/properti/jakarta-barat-intercon/rumah-hitung-tanah-dijual-intercon-cocok-untuk-bangun-ulang-117m2-hos40530200/,Rumah Hitung Tanah Dijual Intercon Cocok Untuk Bangun Ulang 117m2,2900000000.0,"Rp 2,9 Miliar",IDR,Rumah,Jakarta Barat,"Intercon, Jakarta Barat",Rekomendasi Komplek Properti,-6.206158,106.75,117.0,100.0,2.0,1.0,1.0,1.0,1.0,1.0,,Bagus,SHM,Unfurnished,,Selatan,,,PAM atau PDAM,"Keamanan 24 Jam, Taman, Wastafel, Tempat Jemuran, Telepon, Teras",Julianto Firman,INTERPRO Properti,2026-02-20T17:38:25.312512+00:00,4,13,3,5,1,4,9,6
hos40491029,https://www.rumah123.com/properti/jakarta-barat-puri-media/rumah-2-lantai-dijual-puri-media-kembangan-hadap-barat-lt-90m2-hos40491029/,Rumah 2 Lantai Dijual Puri Media Kembangan Hadap Barat - LT 90m2,2600000000.0,"Rp 2,6 Miliar",IDR,Rumah,Jakarta Barat,"Puri Media, Jakarta Barat",Rekomendasi Komplek Properti,-6.182485,106.733803,90.0,105.0,3.0,2.0,1.0,1.0,2.0,1.0,,Bagus,SHM,Unfurnished,,Barat,,,PAM atau PDAM,"Keamanan 24 Jam, Taman, Wastafel, Tempat Jemuran, Telepon, Teras",Julianto Firman,INTERPRO Properti,2026-02-20T17:38:32.515312+00:00,6,13,4,6,2,3,12,5
hos18449915,https://www.rumah123.com/properti/jakarta-barat-intercon/rumah-hook-2-lantai-blok-favorit-taman-intercon-kebon-jeruk-272m2-hos18449915/,Rumah Hook 2 Lantai Blok Favorit Taman Intercon Kebon Jeruk 272m2,6800000000.0,"Rp 6,8 Miliar",IDR,Rumah,Jakarta Barat,"Intercon, Jakarta Barat",Intercon Kebon Jeruk,-6.198376,106.7475629,272.0,300.0,5.0,3.0,1.0,1.0,2.0,2.0,,Bagus,SHM,Unfurnished,7700.0,Utara,,,PAM atau PDAM,"Keamanan 24 Jam, Taman, Tempat Jemuran, Telepon",Julianto Firman,INTERPRO Properti,2026-02-20T17:38:35.988943+00:00,7,9,4,5,2,1,11,3
hos40749633,https://www.rumah123.com/properti/jakarta-barat-taman-ratu/rumah-25-lantai-taman-ratu-semi-furnished-hadap-selatan-257m2-hos40749633/,Rumah Dijual Taman Ratu Semi Furnished Hadap Selatan - 257M2,2900000000.0,"Rp 2,9 Miliar",IDR,Rumah,Jakarta Barat,"Taman Ratu, Jakarta Barat",Rekomendasi Komplek Properti,-6.172144,106.767563,257.0,376.0,5.0,4.0,1.0,1.0,2.0,3.0,,Bagus,SHM,Semi Furnished,5500.0,Selatan,,,PAM atau PDAM,"Keamanan 24 Jam, Taman, Wastafel, Tempat Jemuran, Telepon, Teras",Julianto Firman,INTERPRO Properti,2026-02-20T17:39:45.540163+00:00,3,9,4,4,3,3,6,5
hos39915872,https://www.rumah123.com/properti/jakarta-barat-tomang/rumah-tomang-dekat-kampus-untar-dan-trisakti-hos39915872/,Rumah Tomang Dekat Kampus UNTAR dan Trisakti ,2100000000.0,"Rp 2,1 Miliar",IDR,Rumah,Jakarta Barat,"Tomang, Jakarta Barat","Tanjung Gedong Residence, Jl. Tanjung Gedong Raya, Tomang, Grogol Petamburan, Kota Jakarta Barat, DKI Jakarta, Indonesia, 11440",-6.169877648695149,106.79378130842603,53.0,180.0,5.0,4.0,,,3.0,1.0,,Renovasi Minimum,SHM,Unfurnished,5500.0,Tenggara,Bata Merah,Keramik,Sumur Pompa,"Masjid, Taman, Taman Bermain, Wastafel, Kitchen Set, Tempat Jemuran, Teras, AC, Tempat Cuci",FRANKLIN (FMN) Marlian,Brighton Akasia Tanjung Duren Jakarta Barat,2026-02-20T17:39:55.679707+00:00,3,13,3,8,2,3,9,4
hos9997591,https://www.rumah123.com/properti/jakarta-barat-meruya/dijual-rumah-shm-25-lantai-di-perumahan-taman-aries-hos9997591/,Dijual Rumah SHM 2.5 Lantai di Perumahan Taman Aries,2100000000.0,"Rp 2,1 Miliar",IDR,Rumah,Jakarta Barat,"Meruya, Jakarta Barat",Komplek Perumahan Taman Aries,-6.19665,106.73186,105.0,210.0,2.0,2.0,1.0,1.0,2.0,1.0,,Bagus,SHM,Unfurnished,2200.0,Selatan,,,,,FRANS NIKIN,MYPRO,2026-02-20T17:40:02.079295+00:00,7,15,3,7,3,3,6,4
hos39941713,https://www.rumah123.com/properti/jakarta-barat-alfa-indah/rumah-taman-alfa-indah-lingkungan-nyaman-harga-terbaik-hos39941713/,Rumah Taman Alfa Indah Harga Terbaik,1980000000.0,"Rp 1,98 Miliar",IDR,Rumah,Jakarta Barat,"Alfa Indah, Jakarta Barat",Perumahan/Komplek,-6.221994,106.753067,144.0,210.0,4.0,3.0,1.0,1.0,1.0,1.0,,Bagus,SHM,Unfurnished,3300.0,,,Keramik,PAM atau PDAM,"Keamanan 24 Jam, Wastafel, Kitchen Set, Teras",Rustam Chen,RAJAWALI PROPERTINDO,2026-02-20T17:40:13.688197+00:00,8,10,5,6,2,2,10,4
hos41099572,https://www.rumah123.com/properti/jakarta-barat-kembangan/komplek-btn-kembangan-utara-di-jalan-delima-hos41099572/,Komplek Btn Kembangan Utara di Jalan Delima,2300000000.0,"Rp 2,3 Miliar",IDR,Rumah,Jakarta Barat,"Kembangan, Jakarta Barat","Jl. Delima 1 No. 10, Kembangan Utara, Kembangan, Kota Jakarta Barat, DKI Jakarta, Indonesia, 11610",-6.19840588,106.7417649,135.0,212.0,3.0,2.0,2.0,1.0,2.0,1.0,,Bagus,SHM,Unfurnished,3500.0,Selatan,Bata Merah,Granit,Sumur Pompa,"Akses Parkir, Water Heater, Teras","LUZI, SE",ERA Star,2026-02-20T17:40:18.671086+00:00,5,14,4,7,2,2,8,5
hos39658265,https://www.rumah123.com/properti/jakarta-utara-pantai-indah-kapuk-2/termurahrumah-atlanta-8x15-pik2-tangerang-hos39658265/,Termurah.rumah Atlanta 8X15 Pik2 Tangerang,4000000000.0,Rp 4 Miliar,IDR,Rumah,Jakarta Utara,"Pantai Indah Kapuk 2, Jakarta Utara","Cluster Atlanta Perum Pantai Indah Kapuk 2, Perum Pantai Indah Kapuk 2 Cluster Atlanta, Salembaran Jati, Kosambi, Tangerang, Banten, Indonesia, 15214",-6.066228,106.711853,120.0,170.0,3.0,3.0,1.0,1.0,2.0,2.0,,Bagus,SHM,Unfurnished,4400.0,Selatan,,,PAM atau PDAM,"Keamanan 24 Jam, Taman, One Gate System, Laundry, Jogging Track, Taman Bermain, Wastafel, Tempat Cuci",Christine Pirono,Ray White Prestige,2026-02-20T17:40:55.013799+00:00,4,6,2,4,1,2,6,3
hos17758140,https://www.rumah123.com/properti/jakarta-utara-kelapa-gading/rumah-janur-elok-jalan-lebar-jakarta-utara-hos17758140/,Jual.cepat Janur Elok Jalan Lebar Kelapa Gading Dekat Sekolah Penaburjakarta Utara,5400000000.0,"Rp 5,4 Miliar",IDR,Rumah,Jakarta Utara,"Kelapa Gading, Jakarta Utara",Janur elok kelapa gading jakarta utara,-6.15808,106.91815,220.0,300.0,4.0,3.0,1.0,1.0,2.0,2.0,,Renovasi Minimum,SHM,Semi Furnished,5500.0,Utara,Bata Merah,Keramik,PAM atau PDAM,"Akses Parkir, Taman, One Gate System, Tempat Jemuran, Taman",Christine Pirono,Ray White Prestige,2026-02-20T17:40:58.499981+00:00,6,11,6,5,1,4,10,2
hos41041143,https://www.rumah123.com/properti/jakarta-utara-pantai-indah-kapuk-2/bisa-kpr-rumah-pik2-6x15-millenial-31-kamar-tidur-hos41041143/,Bisa KPR Rumah Pik2 6X15 Millenial (3+1 Kamar Tidur),2400000000.0,"Rp 2,4 Miliar",IDR,Rumah,Jakarta Utara,"Pantai Indah Kapuk 2, Jakarta Utara","Cluster Dallas PIK 2, Jl. Tanjung Burung, Tanjung Burung, Teluknaga, Tangerang, Banten, Indonesia, 15510",-6.066228,106.711853,90.0,119.0,3.0,3.0,1.0,1.0,2.0,2.0,,Bagus,SHM,Unfurnished,4400.0,Selatan,Beton,Keramik,PAM atau PDAM,"Keamanan 24 Jam, Akses Parkir, Taman, CCTV, One Gate System, Taman Bermain, Wastafel, Tempat Jemuran, Telepon, Taman, Backyard",Richard Infinite,INFINITE ESTATE,2026-02-20T17:42:31.615821+00:00,3,9,4,5,1,3,12,5
hos41028242,https://www.rumah123.com/properti/jakarta-utara-pantai-indah-kapuk-2/bisa-kpr-rumah-pik2-georgia-8x15-31-kamar-tidur-hos41028242/,Bisa KPR Rumah Pik2 Georgia 8X15 (3+1 Kamar Tidur),3360000000.0,"Rp 3,36 Miliar",IDR,Rumah,Jakarta Utara,"Pantai Indah Kapuk 2, Jakarta Utara","Cluster Georgia, PIK 2, Jl. Asia Afrika, Tanjung Burung, Teluknaga, Tangerang, Banten, Indonesia, 15510",-6.066228,106.711853,120.0,140.0,3.0,3.0,1.0,1.0,2.0,2.0,,Bagus,SHM,Unfurnished,4400.0,Selatan,Bata Merah,Keramik,PAM atau PDAM,"Keamanan 24 Jam, Akses Parkir, Taman, One Gate System, Taman Bermain, Kitchen Set, Tempat Jemuran, Telepon, Taman, Backyard",Richard Infinite,INFINITE ESTATE,2026-02-20T17:42:34.295049+00:00,3,10,4,7,1,3,9,4
hos41041522,https://www.rumah123.com/properti/jakarta-utara-pantai-indah-kapuk-2/cash-kpr-rumah-pik2-8x10-millenial-31-kamar-tidur-hos41041522/,Cash / KPR - Rumah Pik2 8X10 Millenial (3+1 Kamar Tidur),2150000000.0,"Rp 2,15 Miliar",IDR,Rumah,Jakarta Utara,"Pantai Indah Kapuk 2, Jakarta Utara","Cluster Georgia, PIK 2, Jl. Asia Afrika, Tanjung Burung, Teluknaga, Tangerang, Banten, Indonesia, 15510",-6.066228,106.711853,80.0,98.0,3.0,3.0,1.0,1.0,2.0,2.0,,Bagus,SHM,Unfurnished,4400.0,Selatan,Bata Merah,Keramik,PAM atau PDAM,"Keamanan 24 Jam, Akses Parkir, Taman, One Gate System, Taman Bermain, Wastafel, Water Heater, Tempat Jemuran, Telepon, Taman, CCTV, Backyard",Richard Infinite,INFINITE ESTATE,2026-02-20T17:42:37.164347+00:00,4,13,3,3,2,4,9,5
hos41051905,https://www.rumah123.com/properti/jakarta-utara-pantai-indah-kapuk-2/cash-kpr-rumah-pik2-45x15-millenial-21-kamar-tidur-hos41051905/,Cash / KPR - Rumah Pik2 4.5X15 Millenial (2+1 Kamar Tidur),1760000000.0,"Rp 1,76 Miliar",IDR,Rumah,Jakarta Utara,"Pantai Indah Kapuk 2, Jakarta Utara","Cluster Alabama PIK2 No.17, Tanjung Burung, Teluknaga, Tangerang, Banten, Indonesia, 15510",-6.066228,106.711853,67.0,88.0,2.0,2.0,1.0,1.0,2.0,,,Bagus,SHM,Unfurnished,4400.0,Selatan,Bata Merah,Keramik,PAM atau PDAM,"Keamanan 24 Jam, Taman, CCTV, One Gate System, Taman Bermain, Wastafel, Telepon, Taman, Backyard",Richard Infinite,INFINITE ESTATE,2026-02-20T17:42:39.768918+00:00,6,11,2,4,2,2,9,3
hos16921457,https://www.rumah123.com/properti/jakarta-utara-golf-island/cash-kpr-rumah-golf-island-pik-250m2-3-lantai-hos16921457/,Bisa KPR Rumah Golf Island Chopin 250M2 (3 Lantai),10500000000.0,"Rp 10,5 Miliar",IDR,Rumah,Jakarta Utara,"Golf Island, Jakarta Utara",Golf Island PIK,-6.0912957191467285,106.7445297241211,250.0,358.0,3.0,4.0,1.0,1.0,3.0,,,Bagus,HGB,Unfurnished,5500.0,Selatan,,,,"Keamanan 24 Jam, Taman, One Gate System, Telepon",Richard Infinite,INFINITE ESTATE,2026-02-20T17:42:43.847343+00:00,6,14,3,7,2,2,11,4
hos40964632,https://www.rumah123.com/properti/jakarta-utara-pantai-indah-kapuk/cash-kpr-rumah-golf-island-8x20-31-kamar-tidur-hos40964632/,Cash / KPR - Rumah Golf Island 8X20 (3+1 Kamar Tidur),5180000000.0,"Rp 5,18 Miliar",IDR,Rumah,Jakarta Utara,"Pantai Indah Kapuk, Jakarta Utara","Cluster Harmony, Perumahan Golf Island PIK 2, Jl. Akasia, Kamal Muara, Penjaringan, Kota Jakarta Utara, DKI Jakarta, Indonesia, 14470",-6.102623,106.74115,160.0,174.0,3.0,3.0,1.0,1.0,1.0,1.0,,Bagus,SHM,Unfurnished,4400.0,Selatan,Beton,Keramik,PAM atau PDAM,"Keamanan 24 Jam, Taman, One Gate System, Jogging Track, Wastafel, Tempat Jemuran, Telepon, CCTV",Richard Infinite,INFINITE ESTATE,2026-02-20T17:59:42.931849+00:00,4,11,5,7,2,2,7,5
hos40999160,https://www.rumah123.com/properti/jakarta-utara-pantai-indah-kapuk/cash-kpr-rumah-golf-island-12x25-41-kamar-tidur-hos40999160/,Cash / KPR - Rumah Golf Island 12X25 (4+1 Kamar Tidur),11000000000.0,Rp 11 Miliar,IDR,Rumah,Jakarta Utara,"Pantai Indah Kapuk, Jakarta Utara",Rekomendasi Komplek Properti,-6.102623,106.74115,300.0,435.0,4.0,4.0,1.0,1.0,2.0,2.0,,Bagus,HGB,Unfurnished,4400.0,Utara,Bata Hebel,Keramik,PAM atau PDAM,"Keamanan 24 Jam, Taman, CCTV, One Gate System, Taman Bermain, Kitchen Set, Tempat Jemuran, Telepon",Richard Infinite,INFINITE ESTATE,2026-02-20T17:59:46.186579+00:00,4,10,2,7,1,1,5,6
hos40999148,https://www.rumah123.com/properti/jakarta-utara-golf-island/cash-kpr-rumah-golf-island-pik-12x25-41-kamar-tidur-hos40999148/,Cash / KPR - Rumah Golf Island Pik 12X25 (4+1 Kamar Tidur),11000000000.0,Rp 11 Miliar,IDR,Rumah,Jakarta Utara,"Golf Island, Jakarta Utara","Cluster Serenade Lagoon 1, Jl. Pantai Indah Kapuk No. 9, Kamal Muara, Penjaringan, Kota Jakarta Utara, DKI Jakarta, Indonesia, 14470",-6.091296,106.74453,300.0,435.0,4.0,4.0,1.0,1.0,2.0,2.0,,Bagus,HGB,Unfurnished,4400.0,Utara,Bata Hebel,Keramik,PAM atau PDAM,"Keamanan 24 Jam, Taman, One Gate System, Taman Bermain, Wastafel, Tempat Jemuran, Telepon, Taman, Backyard",Richard Infinite,INFINITE ESTATE,2026-02-20T17:59:46.791575+00:00,3,9,3,8,3,2,9,3
hos16519512,https://www.rumah123.com/properti/jakarta-utara-pantai-indah-kapuk/cash-kpr-rumah-golf-island-chopin-250m2-3-lantai-hos16519512/,Cash / KPR - Rumah Golf Island Chopin 250M2 (3 Lantai),10500000000.0,"Rp 10,5 Miliar",IDR,Rumah,Jakarta Utara,"Pantai Indah Kapuk, Jakarta Utara",Golf Island PIK,-6.088457107543945,106.75130462646484,250.0,358.0,3.0,4.0,1.0,1.0,3.0,2.0,,Bagus,HGB,Unfurnished,5500.0,Selatan,Batako,"Granit, Marmer",PAM atau PDAM,"Keamanan 24 Jam, Akses Parkir, Taman, CCTV, Wastafel, Kitchen Set, CCTV, Tempat Jemuran, Telepon, Taman",Richard Infinite,INFINITE ESTATE,2026-02-20T17:59:49.122265+00:00,3,13,3,3,1,2,6,3
hos17087424,https://www.rumah123.com/properti/jakarta-utara-golf-island/termurah-rumah-golf-island-pik-12x20-3-lantai-hos17087424/,Cash / KPR - Rumah Golf Island Pik 12X20 (3 Lantai),9500000000.0,"Rp 9,5 Miliar",IDR,Rumah,Jakarta Utara,"Golf Island, Jakarta Utara",Golf Island PIK,-6.091296,106.74453,240.0,435.0,4.0,5.0,1.0,1.0,3.0,2.0,,Baru,HGB,Unfurnished,4400.0,Utara,Batako,"Granit, Marmer, Vinyl",PAM atau PDAM,"Keamanan 24 Jam, Telepon",Richard Infinite,INFINITE ESTATE,2026-02-20T17:59:51.007931+00:00,6,9,2,8,3,3,7,3
hos11076701,https://www.rumah123.com/properti/jakarta-utara-pantai-indah-kapuk-2/rumah-baru-pik2-manhattan-200m2-8x25-bagus-hos11076701/,Rumah Pik2 Manhattan 8X25 Full Furnished (3+1 Kamar Tidur),7800000000.0,"Rp 7,8 Miliar",IDR,Rumah,Jakarta Utara,"Pantai Indah Kapuk 2, Jakarta Utara",Manhattan PIK2,-6.070101261138916,106.69953155517578,200.0,300.0,3.0,4.0,1.0,1.0,2.0,1.0,,Bagus,SHM,Unfurnished,4400.0,Utara,,,,"Keamanan 24 Jam, Taman, Kolam Renang, Taman",Richard Infinite,INFINITE ESTATE,2026-02-20T17:59:51.581220+00:00,2,11,3,8,3,2,7,5
hos16702986,https://www.rumah123.com/properti/jakarta-utara-golf-island/cash-kpr-rumah-golf-island-pik-harmony-8x20-hos16702986/,Cash / KPR - Rumah Golf Island Harmony 8X20 Pine,5180000000.0,"Rp 5,18 Miliar",IDR,Rumah,Jakarta Utara,"Golf Island, Jakarta Utara",Golf Island PIK,-6.0912957191467285,106.7445297241211,160.0,178.0,3.0,3.0,1.0,1.0,2.0,2.0,,Bagus,Lainnya,Unfurnished,4400.0,Selatan,Batako,"Granit, Marmer",PAM atau PDAM,,Richard Infinite,INFINITE ESTATE,2026-02-20T17:59:51.605749+00:00,7,8,3,5,1,1,10,4
hos39724250,https://www.rumah123.com/properti/jakarta-utara-pantai-indah-kapuk-2/cash-kpr-rumah-pik2-osaka-6x10-3-lantai-hos39724250/,Cash / KPR - Rumah Pik2 Osaka 6X10 (3 Lantai),2580000000.0,"Rp 2,58 Miliar",IDR,Rumah,Jakarta Utara,"Pantai Indah Kapuk 2, Jakarta Utara","Jl. Raya Boulevard Osaka, Salembaran, Kosambi, Tangerang, Banten, Indonesia, 15214",-6.066228,106.711853,60.0,138.0,3.0,3.0,1.0,1.0,3.0,2.0,,Bagus,SHM,Unfurnished,4400.0,Selatan,Bata Merah,Keramik,PAM atau PDAM,"Keamanan 24 Jam, Akses Parkir, Taman, Taman Bermain, Telepon, Taman",Richard Infinite,INFINITE ESTATE,2026-02-20T17:59:52.333035+00:00,7,10,3,7,2,2,11,4
hos10272724,https://www.rumah123.com/properti/jakarta-utara-pantai-indah-kapuk-2/bsa-kpr-rumah-pik2-atlanta-8x15-shm-31-kamar-tidur-hos10272724/,Cash / KPR - Rumah Pik2 Tahap 1 8X15 [3+1 Kamar Tidur],3750000000.0,"Rp 3,75 Miliar",IDR,Rumah,Jakarta Utara,"Pantai Indah Kapuk 2, Jakarta Utara",Pantai Indah Kapuk 2,-6.1237101554870605,106.8769989013672,120.0,170.0,3.0,3.0,1.0,1.0,2.0,2.0,,Bagus,SHM,Unfurnished,4400.0,Selatan,,,PAM atau PDAM,"Keamanan 24 Jam, Telepon",Richard Infinite,INFINITE ESTATE,2026-02-20T17:59:53.380848+00:00,6,8,5,8,1,3,6,5
hos9946024,https://www.rumah123.com/properti/jakarta-utara-kelapa-gading/jual-cepat-rumah-tinggal-janur-elok-masuk-dr-penabur-taipei-school-hos9946024/,Jual Cepat Rumah Tinggal Janur Elok (Masuk Dr Penabur / Taipei School),5500000000.0,"Rp 5,5 Miliar",IDR,Rumah,Jakarta Utara,"Kelapa Gading, Jakarta Utara",Janur elok kelapa gading Jakarta Utara,-6.15808,106.91815,240.0,350.0,4.0,3.0,1.0,1.0,2.0,1.0,,Bagus,SHM,Semi Furnished,7700.0,Utara,Bata Merah,Keramik,PAM atau PDAM,"Keamanan 24 Jam, Taman, One Gate System, Wastafel, Kitchen Set, Kompor, AC, Tempat Jemuran, Telepon, Taman",Hendra KS,GadingPro Kelapa Gading,2026-02-20T18:00:12.137282+00:00,6,10,3,7,3,3,8,4
